4009940554020321|02|2022|230
4009940554026757|02|2022|187
4009940554024315|02|2022|754
4009940554026005|02|2022|351
4009940554020438|02|2022|572
4009940554021170|02|2022|206
4009940554027607|02|2022|452
4009940554026625|02|2022|204
4009940554020263|02|2022|122
4009940554024349|02|2022|156
4009940554027029|02|2022|125
4009940554025254|02|2022|274
4009940554024646|02|2022|218
4009940554026740|02|2022|470
4009940554026344|02|2022|424
4009940554028233|02|2022|812
4009940554024018|02|2022|556
4009940554026773|02|2022|427
4009940554022228|02|2022|047
4009940554023234|02|2022|682
4009940554022582|02|2022|301
4009940554022467|02|2022|377
4009940554020347|02|2022|280
4009940554025551|02|2022|111
4009940554025734|02|2022|023
4009940554021667|02|2022|724
4009940554025338|02|2022|880
4009940554028415|02|2022|245
4009940554026765|02|2022|662
4009940554021436|02|2022|475
4009940554023770|02|2022|538
4009940554025171|02|2022|227
4009940554024380|02|2022|812
4009940554028407|02|2022|766
4009940554021717|02|2022|278
4009940554023754|02|2022|265
4009940554025361|02|2022|003
4009940554022673|02|2022|586
4009940554020438|02|2022|830
4009940554023804|02|2022|440
4009940554028613|02|2022|874
4009940554021402|02|2022|364
4009940554024554|02|2022|072
4009940554025676|02|2022|612
4009940554028555|02|2022|208
4009940554026682|02|2022|870
4009940554026716|02|2022|715
4009940554028332|02|2022|874
4009940554026286|02|2022|341
4009940554023267|02|2022|724
4009940554021725|02|2022|355
4009940554021485|02|2022|732
4009940554020479|02|2022|812
4009940554025130|02|2022|871
4009940554026070|02|2022|627
4009940554025270|02|2022|854
4009940554028084|02|2022|422
4009940554022228|02|2022|727
4009940554028522|02|2022|644
4009940554024067|02|2022|063
4009940554022673|02|2022|800
4009940554025130|02|2022|348
4009940554026575|02|2022|237
4009940554024620|02|2022|556
4009940554023143|02|2022|058
4009940554023549|02|2022|473
4009940554026781|02|2022|042
4009940554028332|02|2022|116
4009940554021451|02|2022|412
4009940554023408|02|2022|751
4009940554028407|02|2022|556
4009940554024422|02|2022|146
4009940554028456|02|2022|513
4009940554020123|02|2022|557
4009940554028118|02|2022|475
4009940554022228|02|2022|882
4009940554024125|02|2022|011
4009940554023838|02|2022|743
4009940554025106|02|2022|431
4009940554023283|02|2022|546
4009940554024836|02|2022|350
4009940554020362|02|2022|616
4009940554028035|02|2022|053
4009940554024042|02|2022|888
4009940554021642|02|2022|544
4009940554027623|02|2022|357
4009940554022152|02|2022|320
4009940554026146|02|2022|647
4009940554024570|02|2022|284
4009940554020404|02|2022|506
4009940554020883|02|2022|462
4009940554020347|02|2022|716
4009940554021816|02|2022|048
4009940554023531|02|2022|028
4009940554021576|02|2022|527
4009940554024372|02|2022|431
4009940554025825|02|2022|006
4009940554021055|02|2022|710
4009940554023218|02|2022|424
4009940554023085|02|2022|137
4009940554022780|02|2022|133
4009940554023465|02|2022|018
4009940554024810|02|2022|401
4009940554023614|02|2022|584
4009940554027623|02|2022|578
